{-1,-1,-1,-1,-1,323,325,325,323,-1,-1,-1,-1,-1,-1,323,325,325,325,325,325,325,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,323,323,323,323,323,323,323,323,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,323,323,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,323,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,-1,-1,-1,-1,-1},
{-1,323,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,323,323,323,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,323,323,323,323,-1,-1,323,323,323,323,323,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,323,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,323,-1,-1,-1,-1,-1},
